index,A,B,C,D,E
1921,0.0,0.0,0.18181818181818182,0.5454545454545454,0.2727272727272727
2586,0.0,0.0,0.20689655172413796,0.7241379310344829,0.06896551724137931
1185,0.0,0.0,1.0,0.0,0.0
902,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0
128,0.0,0.0,0.0,1.0,0.0
191,0.0,0.0,0.0,0.5454545454545454,0.45454545454545453
449,0.18181818181818182,0.8181818181818182,0.0,0.0,0.0
2388,1.0,0.0,0.0,0.0,0.0
1956,0.0,0.0,0.0,0.5454545454545454,0.45454545454545453
95,0.0,0.0,0.2727272727272727,0.7272727272727273,0.0
1684,0.9090909090909091,0.09090909090909091,0.0,0.0,0.0
1881,0.0,0.0,0.36363636363636365,0.6363636363636364,0.0
849,0.0,0.5454545454545454,0.45454545454545453,0.0,0.0
2521,0.0,0.75,0.25,0.0,0.0
2037,0.0,0.0,0.0,0.7999999999999999,0.19999999999999996
1298,0.0,0.0,0.08333333333333336,0.23611111111111116,0.6805555555555556
1208,0.0,0.1111111111111111,0.2222222222222222,0.5555555555555556,0.1111111111111111
2790,0.09090909090909091,0.5454545454545454,0.36363636363636365,0.0,0.0
2723,0.0,0.09523809523809523,0.3492063492063492,0.36507936507936506,0.19047619047619047
1410,0.0,0.0,0.4,0.6,0.0
1846,0.0,0.0,0.8888888888888888,0.1111111111111111,0.0
1034,0.0,0.2,0.2,0.6,0.0
2765,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0
967,0.9090909090909091,0.09090909090909091,0.0,0.0,0.0
2372,0.0,0.0,0.0,1.0,0.0
1120,0.2727272727272727,0.6363636363636364,0.09090909090909091,0.0,0.0
1937,0.0,0.0,0.05263157894736841,0.28947368421052627,0.6578947368421052
951,0.0,0.0,0.0,1.0,0.0
1903,0.0,0.0,0.0,0.0,1.0
2088,0.0,0.0,0.15789473684210525,0.7894736842105263,0.05263157894736842
2221,0.0,1.0,0.0,0.0,0.0
2890,0.0,0.0,0.12121212121212119,0.0,0.8787878787878788
1533,0.0,0.0,0.0,0.5,0.5
1571,0.0,0.26666666666666666,0.5333333333333333,0.2,0.0
2287,0.0,0.0,0.0,0.0,1.0
378,0.0,0.1111111111111111,0.2222222222222222,0.5555555555555556,0.1111111111111111
2082,0.0,0.0,0.14285714285714285,0.3095238095238095,0.5476190476190477
1294,0.0,0.07142857142857142,0.0,0.5357142857142857,0.3928571428571428
1445,0.0,0.0,0.0,1.0,0.0
2263,0.2727272727272727,0.6363636363636364,0.09090909090909091,0.0,0.0
2192,0.0,0.0,0.0,0.0,1.0
247,0.09090909090909091,0.5454545454545454,0.36363636363636365,0.0,0.0
1263,0.0,0.0,0.36363636363636365,0.6363636363636364,0.0
2310,0.0,0.25,0.5,0.25,0.0
2602,0.0,0.0,0.0,0.5584415584415584,0.44155844155844154
1040,0.0,0.0,0.0,0.0,1.0
1672,0.0,0.0,0.0,0.0,1.0
626,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
1635,1.0,0.0,0.0,0.0,0.0
1052,0.875,0.0,0.125,0.0,0.0
2334,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0
1069,1.0,0.0,0.0,0.0,0.0
130,0.0,0.1176470588235294,0.07058823529411765,0.0,0.8117647058823529
2045,0.0,0.0,0.0,0.3194444444444444,0.6805555555555556
2677,0.0,0.19354838709677422,0.0,0.48387096774193555,0.3225806451612903
1929,0.0,0.0,0.18181818181818182,0.5454545454545454,0.2727272727272727
1530,0.0,0.09090909090909091,0.18181818181818182,0.6363636363636364,0.09090909090909091
1361,0.0,0.2222222222222222,0.0,0.3333333333333333,0.4444444444444444
1698,0.2727272727272727,0.6363636363636364,0.09090909090909091,0.0,0.0
2643,0.0,0.125,0.0625,0.5,0.3125
1832,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0
163,0.0,0.0,0.0,0.5454545454545454,0.45454545454545453
839,0.0,0.2,0.8,0.0,0.0
2928,0.0,0.0,0.4,0.6,0.0
1359,0.0,0.0,0.0,0.75,0.25
2600,0.0,0.0,0.0,0.0,1.0
519,0.0,0.5454545454545454,0.45454545454545453,0.0,0.0
918,0.0,0.0,0.0,1.0,0.0
2891,0.09090909090909091,0.5454545454545454,0.36363636363636365,0.0,0.0
2289,0.0,0.0,0.0,0.4210526315789474,0.5789473684210527
516,0.0,0.5,0.5,0.0,0.0
1554,0.0,0.0,0.16666666666666666,0.5714285714285714,0.2619047619047619
296,1.0,0.0,0.0,0.0,0.0
1064,1.0,0.0,0.0,0.0,0.0
728,0.0,0.22857142857142854,0.39999999999999997,0.0857142857142857,0.28571428571428564
1195,0.0,0.16666666666666666,0.0,0.6666666666666666,0.16666666666666666
2768,0.0,0.0,0.0,1.0,0.0
546,0.09090909090909091,0.2727272727272727,0.6363636363636364,0.0,0.0
389,0.0,0.0,1.0,0.0,0.0
2526,0.0,0.0,1.0,0.0,0.0
2929,0.0,0.75,0.25,0.0,0.0
2550,0.0,0.09090909090909091,0.09090909090909091,0.7272727272727273,0.09090909090909091
2010,0.0,1.0,0.0,0.0,0.0
1960,0.0,0.0,0.0,0.5,0.5
2249,0.0,0.0,0.36363636363636365,0.6363636363636364,0.0
81,0.0,0.3333333333333333,0.5,0.16666666666666666,0.0
2581,0.0,0.0,0.0,1.0,0.0
2729,0.0,0.0,0.18181818181818182,0.5454545454545454,0.2727272727272727
466,0.09090909090909091,0.2727272727272727,0.6363636363636364,0.0,0.0
1750,0.09090909090909091,0.5454545454545454,0.36363636363636365,0.0,0.0
610,0.0,0.0,0.5454545454545454,0.45454545454545453,0.0
2473,0.0,0.0,0.07500000000000001,0.8,0.125
2395,0.9090909090909091,0.09090909090909091,0.0,0.0,0.0
1435,0.09090909090909091,0.2727272727272727,0.6363636363636364,0.0,0.0
2227,0.0,0.5,0.5,0.0,0.0
1244,0.0,0.0,0.09090909090909091,0.7272727272727273,0.18181818181818182
2877,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0
238,0.0,0.0,0.0,0.6,0.4
1601,0.0,0.09090909090909091,0.09090909090909091,0.7272727272727273,0.09090909090909091
1043,0.0,0.0,0.0,0.0,1.0
1768,0.0,0.75,0.25,0.0,0.0
1997,0.06976744186046512,0.4418604651162791,0.20930232558139536,0.0,0.27906976744186046
2629,0.0,0.0,0.18181818181818182,0.5454545454545454,0.2727272727272727
1905,0.0,0.09090909090909091,0.2727272727272727,0.6363636363636364,0.0
1493,0.0,0.8181818181818182,0.18181818181818182,0.0,0.0
1616,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0
2022,0.0,0.0,0.0,0.6,0.4
737,0.0,0.0,0.0,1.0,0.0
1862,0.09090909090909091,0.5454545454545454,0.36363636363636365,0.0,0.0
682,0.0,0.0,0.0,0.7272727272727273,0.2727272727272727
1841,0.0,0.0,0.2727272727272727,0.7272727272727273,0.0
129,0.0,0.0,0.0,0.36363636363636365,0.6363636363636364
1909,0.0,0.22857142857142854,0.39999999999999997,0.0857142857142857,0.28571428571428564
2000,0.0,0.0,0.0,0.0,1.0
1269,0.0,0.09090909090909091,0.33333333333333326,0.5757575757575758,0.0
2759,0.7142857142857143,0.2857142857142857,0.0,0.0,0.0
2798,0.09090909090909091,0.5454545454545454,0.36363636363636365,0.0,0.0
950,0.0,0.0,0.43243243243243246,0.5135135135135135,0.05405405405405405
837,0.09090909090909091,0.2727272727272727,0.6363636363636364,0.0,0.0
1966,0.0,0.0,0.18181818181818182,0.5454545454545454,0.2727272727272727
2494,0.0,0.0,0.18181818181818182,0.5454545454545454,0.2727272727272727
1317,0.0,0.0,0.0,0.0,1.0
1675,0.0,0.0,0.0,0.0,1.0
2016,0.0,0.0,0.0,0.0,1.0
2273,0.0,0.0,0.0,0.4444444444444444,0.5555555555555556
1060,1.0,0.0,0.0,0.0,0.0
1151,0.0,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666
2212,0.0,0.0,0.23076923076923078,0.6153846153846154,0.15384615384615385
681,0.0,0.0,0.18181818181818182,0.5454545454545454,0.2727272727272727
1079,0.0,0.45454545454545453,0.45454545454545453,0.09090909090909091,0.0
2619,0.0,0.0,0.0,1.0,0.0
2209,0.0,0.0,0.0,1.0,0.0
908,0.0,0.2222222222222222,0.0,0.3333333333333333,0.4444444444444444
532,0.09090909090909091,0.5454545454545454,0.36363636363636365,0.0,0.0
2197,0.0,0.0,0.0,0.2857142857142857,0.7142857142857144
1097,0.0,1.0,0.0,0.0,0.0
2876,0.0,0.0,0.0,0.0,1.0
2652,0.0,0.0,0.0,0.5,0.5
1995,0.0,0.0,0.0,1.0,0.0
33,0.0,0.2222222222222222,0.3888888888888889,0.38888888888888884,0.0
1057,0.9090909090909091,0.09090909090909091,0.0,0.0,0.0
1980,0.0,0.0,0.0,0.0,1.0
322,0.0,0.0,0.18181818181818182,0.5454545454545454,0.2727272727272727
2712,0.0,0.0,0.18181818181818182,0.5454545454545454,0.2727272727272727
1615,0.0,0.8181818181818182,0.18181818181818182,0.0,0.0
1062,0.7142857142857143,0.2857142857142857,0.0,0.0,0.0
321,0.9090909090909091,0.09090909090909091,0.0,0.0,0.0
477,0.0,0.8181818181818182,0.18181818181818182,0.0,0.0
2191,0.0,0.0,0.0,0.0,1.0
2226,0.05263157894736841,0.3157894736842105,0.47368421052631576,0.15789473684210525,0.0
1632,0.0,1.0,0.0,0.0,0.0
1222,0.0,0.0,0.08695652173913043,0.2608695652173913,0.6521739130434783
234,0.07692307692307693,0.07692307692307693,0.09230769230769231,0.30000000000000004,0.45384615384615384
540,0.0,0.0,0.0,0.6031746031746033,0.39682539682539675
1270,0.0,0.0,0.0,0.875,0.125
1439,0.0,0.5454545454545454,0.45454545454545453,0.0,0.0
2569,0.0,0.0,0.18181818181818182,0.5454545454545454,0.2727272727272727
143,0.0,0.0,0.36363636363636365,0.6363636363636364,0.0
505,0.0,0.8181818181818182,0.18181818181818182,0.0,0.0
2253,0.0,0.3398058252427184,0.41262135922330095,0.13106796116504854,0.11650485436893206
1326,0.0,0.0,0.0,0.0,1.0
731,0.0,0.0,0.0,1.0,0.0
2501,0.18181818181818182,0.8181818181818182,0.0,0.0,0.0
2775,0.0,0.5454545454545454,0.45454545454545453,0.0,0.0
818,0.9090909090909091,0.09090909090909091,0.0,0.0,0.0
2539,0.0,0.0,0.0,0.8,0.2
2046,0.0,0.0,0.0,0.5454545454545454,0.45454545454545453
442,1.0,0.0,0.0,0.0,0.0
1343,0.0,0.0,0.2222222222222222,0.5277777777777778,0.25
1693,0.875,0.0,0.125,0.0,0.0
2153,0.09090909090909091,0.5454545454545454,0.36363636363636365,0.0,0.0
2819,0.0,0.0,0.0,0.5,0.5
1888,0.0,0.0,0.0,0.5454545454545454,0.45454545454545453
436,0.7142857142857143,0.2857142857142857,0.0,0.0,0.0
2628,0.0,0.09090909090909091,0.09090909090909091,0.7272727272727273,0.09090909090909091
915,0.0,0.0,0.25,0.75,0.0
2709,0.0,0.0,1.0,0.0,0.0
2014,0.0,0.0,0.0,0.5454545454545454,0.45454545454545453
1505,0.0,0.07017543859649124,0.0,0.34502923976608185,0.5847953216374269
1130,0.09090909090909091,0.2727272727272727,0.6363636363636364,0.0,0.0
2635,0.0,0.0,0.16393442622950816,0.7377049180327869,0.0983606557377049
2599,0.3356643356643356,0.3356643356643356,0.18881118881118877,0.0,0.13986013986013981
1751,0.0,0.25,0.75,0.0,0.0
760,0.0,0.0,0.0,1.0,0.0
435,0.6363636363636364,0.2727272727272727,0.09090909090909091,0.0,0.0
2912,0.0,0.0,0.0,1.0,0.0
1906,0.0,0.09090909090909091,0.09090909090909091,0.7272727272727273,0.09090909090909091
657,0.0,0.0,0.0,1.0,0.0
7,0.09090909090909091,0.6363636363636364,0.2727272727272727,0.0,0.0
1248,0.0,0.0,0.36363636363636365,0.6363636363636364,0.0
2919,0.0,0.0,0.0,0.2027027027027027,0.7972972972972973
685,0.0,0.0,0.0,0.5,0.5
486,0.0,0.25,0.75,0.0,0.0
461,0.09090909090909091,0.6363636363636364,0.2727272727272727,0.0,0.0
569,0.0,0.2727272727272727,0.18181818181818182,0.5454545454545454,0.0
65,1.0,0.0,0.0,0.0,0.0
2503,0.2727272727272727,0.6363636363636364,0.09090909090909091,0.0,0.0
362,0.0,0.4,0.6,0.0,0.0
1945,0.0,0.16666666666666666,0.4166666666666667,0.4166666666666667,0.0
2577,0.0,0.08571428571428572,0.48571428571428577,0.34285714285714286,0.08571428571428572
2211,0.0,0.0,0.0,1.0,0.0
1206,0.0,0.0,0.0,0.2857142857142857,0.7142857142857143
2673,0.0,0.0,0.0,0.5714285714285714,0.42857142857142855
2089,0.0,0.0,0.0,1.0,0.0
395,0.0,0.0,0.18181818181818182,0.5454545454545454,0.2727272727272727
455,0.0,0.45454545454545453,0.45454545454545453,0.09090909090909091,0.0
1515,0.0,0.2975206611570248,0.049586776859504134,0.23140495867768596,0.4214876033057851
488,0.0,0.36363636363636365,0.6363636363636364,0.0,0.0
1345,0.0,0.0,0.0,0.0,1.0
884,0.0,0.0,0.0,0.0,1.0
2238,0.0,0.0,0.0,0.75,0.25
1659,0.0,0.0,1.0,0.0,0.0
222,0.0,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666
2672,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333
218,0.0,0.5,0.0,0.0,0.5
777,0.0,0.0,0.5,0.5,0.0
616,0.0,0.09090909090909091,0.36363636363636365,0.5454545454545454,0.0
2092,0.0,1.0,0.0,0.0,0.0
2745,0.0,0.06896551724137931,0.06896551724137931,0.41379310344827586,0.4482758620689655
598,0.0,0.0,0.36363636363636365,0.6363636363636364,0.0
160,0.0,0.25,0.75,0.0,0.0
996,0.0,0.0,1.0,0.0,0.0
2394,0.7142857142857143,0.2857142857142857,0.0,0.0,0.0
1183,0.25,0.75,0.0,0.0,0.0
483,0.0,0.8181818181818182,0.18181818181818182,0.0,0.0
2872,0.0,0.0,0.0,0.2222222222222222,0.7777777777777778
432,0.875,0.0,0.125,0.0,0.0
194,0.0,0.2222222222222222,0.0,0.3333333333333333,0.4444444444444444
758,0.0,0.2222222222222222,0.0,0.3333333333333333,0.4444444444444444
2502,0.09090909090909091,0.5454545454545454,0.36363636363636365,0.0,0.0
1782,0.6363636363636364,0.2727272727272727,0.09090909090909091,0.0,0.0
2390,1.0,0.0,0.0,0.0,0.0
559,0.0,0.0,0.09090909090909091,0.8181818181818182,0.09090909090909091
2818,0.0,0.0,0.0,0.21428571428571427,0.7857142857142857
437,0.6363636363636364,0.2727272727272727,0.09090909090909091,0.0,0.0
2592,0.0,0.0,0.0,1.0,0.0
2181,1.0,0.0,0.0,0.0,0.0
326,0.0,0.0,0.0,0.0,1.0
1226,0.0,0.1639344262295082,0.5136612021857923,0.3224043715846994,0.0
2064,0.0,0.0,0.09090909090909091,0.7272727272727273,0.18181818181818182
2764,0.0,0.0,0.0,0.5,0.5
1036,0.0,0.0,0.0,0.5714285714285714,0.42857142857142855
64,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0
445,0.0,0.5454545454545454,0.45454545454545453,0.0,0.0
197,0.0,0.2222222222222222,0.0,0.3333333333333333,0.4444444444444444
642,0.0,0.1111111111111111,0.2222222222222222,0.5555555555555556,0.1111111111111111
1991,0.0,0.0,0.0,0.0,1.0
823,0.18181818181818182,0.8181818181818182,0.0,0.0,0.0
1634,0.14285714285714285,0.0,0.8571428571428571,0.0,0.0
1156,0.0,0.0,0.0,0.6046511627906976,0.39534883720930236
141,0.0,0.0,0.0,0.875,0.125
1696,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0
2811,0.09090909090909091,0.5454545454545454,0.36363636363636365,0.0,0.0
2804,0.18181818181818182,0.8181818181818182,0.0,0.0,0.0
2544,0.0,0.3125,0.1875,0.25,0.25
2347,0.0,0.5,0.5,0.0,0.0
1012,0.9090909090909091,0.09090909090909091,0.0,0.0,0.0
132,0.0,0.16666666666666666,0.3888888888888889,0.3888888888888889,0.05555555555555555
922,0.0,0.09090909090909091,0.09090909090909091,0.7272727272727273,0.09090909090909091
16,0.08108108108108109,0.2162162162162162,0.6216216216216215,0.08108108108108109,0.0
1574,0.2727272727272727,0.6363636363636364,0.09090909090909091,0.0,0.0
1044,0.0,0.0,0.0,0.0,1.0
1288,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
2487,0.0,0.0,0.0,0.5,0.5
1568,0.0,0.0,0.0,0.2,0.8
1275,0.0,0.12765957446808512,0.06382978723404256,0.6382978723404256,0.1702127659574468
1460,1.0,0.0,0.0,0.0,0.0
2785,0.0,0.09090909090909091,0.09090909090909091,0.7272727272727273,0.09090909090909091
1519,0.0,0.15384615384615385,0.6153846153846154,0.1730769230769231,0.057692307692307696
1669,0.0,0.0,0.0,0.0,1.0
1295,0.0,0.0,0.0,0.0,1.0
2579,0.0,0.09090909090909091,0.36363636363636365,0.5454545454545454,0.0
1920,0.0,0.1111111111111111,0.2222222222222222,0.5555555555555556,0.1111111111111111
1303,0.0,0.0,0.09090909090909091,0.7272727272727273,0.18181818181818182
1761,0.18181818181818182,0.8181818181818182,0.0,0.0,0.0
857,0.0,0.0,0.0,1.0,0.0
584,0.0,0.09090909090909091,0.2727272727272727,0.6363636363636364,0.0
864,0.25,0.75,0.0,0.0,0.0
1132,0.09090909090909091,0.2727272727272727,0.6363636363636364,0.0,0.0
1813,0.0,0.5454545454545454,0.45454545454545453,0.0,0.0
1192,0.0,0.0,0.75,0.25,0.0
2748,0.18181818181818182,0.8181818181818182,0.0,0.0,0.0
1804,0.0,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.0
1611,0.0,0.0,0.36363636363636365,0.6363636363636364,0.0
444,0.2727272727272727,0.6363636363636364,0.09090909090909091,0.0,0.0
2379,1.0,0.0,0.0,0.0,0.0
1420,0.0,0.5454545454545454,0.45454545454545453,0.0,0.0
1214,0.0,0.0,0.18181818181818182,0.5454545454545454,0.2727272727272727
2836,0.0,0.0,0.0,0.38461538461538464,0.6153846153846154
94,0.0,0.0,0.0,1.0,0.0
1323,0.0,0.0,0.0,0.8888888888888888,0.1111111111111111
596,0.0,0.0,1.0,0.0,0.0
1662,0.0,0.0,0.0,1.0,0.0
398,0.0,0.0,0.0,0.23529411764705882,0.7647058823529411
631,0.0,0.1111111111111111,0.2222222222222222,0.5555555555555556,0.1111111111111111
1367,0.0,0.0,0.0857142857142857,0.3142857142857142,0.6
139,0.0,0.5454545454545454,0.45454545454545453,0.0,0.0
2051,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333
2281,0.0,0.0,0.0,1.0,0.0
714,0.0,0.0,0.0,0.36363636363636365,0.6363636363636364
2432,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0
151,0.0,0.0,0.0,1.0,0.0
1169,0.6363636363636364,0.36363636363636365,0.0,0.0,0.0
1766,0.0,0.8181818181818182,0.18181818181818182,0.0,0.0
2516,0.0,1.0,0.0,0.0,0.0
548,0.0,0.0,1.0,0.0,0.0
125,0.0,0.0,0.0,0.0,1.0
1121,0.4,0.6,0.0,0.0,0.0
2807,0.0,0.5,0.5,0.0,0.0
2202,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333
2478,0.09090909090909091,0.2727272727272727,0.6363636363636364,0.0,0.0
1061,0.18181818181818182,0.8181818181818182,0.0,0.0,0.0
2117,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0
1734,0.09090909090909091,0.5454545454545454,0.36363636363636365,0.0,0.0
2284,0.0,0.0,0.0,1.0,0.0
2852,0.0,0.0,0.0,0.5,0.5
701,0.0,0.0,0.0,1.0,0.0
2264,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0
892,0.0,0.0,0.0,1.0,0.0
288,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333
359,0.0,0.5,0.5,0.0,0.0
2809,0.09090909090909091,0.5454545454545454,0.36363636363636365,0.0,0.0
2517,0.0,0.3,0.6,0.1,0.0
2002,0.0,0.0,0.0,0.25,0.75
796,0.0,0.0,0.0,1.0,0.0
2009,0.0,0.0,0.0,0.5454545454545454,0.45454545454545453
1743,0.09090909090909091,0.6363636363636364,0.2727272727272727,0.0,0.0
2463,1.0,0.0,0.0,0.0,0.0
1204,0.0,0.0,0.0,0.25,0.75
694,0.0,0.0,0.0,1.0,0.0
1919,0.0,0.0,0.0,0.5,0.5
734,0.0,0.2222222222222222,0.0,0.3333333333333333,0.4444444444444444
1023,0.0,0.0,0.5,0.5,0.0
1352,0.0,1.0,0.0,0.0,0.0
2908,0.0,0.0,0.0,0.0,1.0
1964,0.0,0.0,0.18181818181818182,0.5454545454545454,0.2727272727272727
2923,0.0,0.0,0.0,0.5,0.5
2217,0.0,0.0,0.07692307692307693,0.5384615384615384,0.38461538461538464
1293,0.0,0.0,0.0,0.0,1.0
2737,0.0,0.5,0.0,0.5,0.0
795,0.0,0.25806451612903225,0.25806451612903225,0.41935483870967744,0.06451612903225806
738,0.0,0.0,0.10714285714285715,0.4642857142857143,0.4285714285714286
10,0.0,0.0,1.0,0.0,0.0
1369,0.0,0.0,0.2105263157894737,0.4539473684210526,0.33552631578947373
2348,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
0,0.0,0.0,0.0,1.0,0.0
525,0.18181818181818182,0.8181818181818182,0.0,0.0,0.0
360,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0
