index,A,B,C,D,E
2443,0.3465597286379899,0.5168994664216456,0.11732362130961048,0.018334104234997525,0.000883079395756519
1765,0.5430914611381383,0.39333562983761755,0.05417172545083034,0.009013427409106878,0.00038775616430688977
1308,0.00635763968879203,0.08715687622796091,0.13016244715813713,0.5223565391859741,0.2539664977391365
2018,0.0038874965713255613,0.04182624876574235,0.08775184771336855,0.4433752736336432,0.4231591333159205
2323,0.010751105807469269,0.16810882828181437,0.45220902738501906,0.3085044610216269,0.06042657750407088
467,0.038461558460884976,0.29704569097103606,0.5404271741197103,0.11216136320713521,0.011904213241233853
140,0.0007043856800863685,0.013211000925387413,0.07126143532953699,0.6542276890684027,0.2605954889965872
2098,0.22795911464629617,0.6550251300049164,0.10445405382914984,0.011793134156683135,0.000768567362954644
28,0.08617741308932748,0.48863814820495866,0.3450806544417752,0.07400638436005665,0.006097399903881993
242,0.0030927612474469118,0.07744683039987404,0.15724110512411227,0.49926521334811,0.2629540898804566
2786,0.002291410406329028,0.027399932519063436,0.09980713027139813,0.569652377475533,0.3008491493276767
1794,0.04907315211707974,0.45615659302172684,0.4142816717892002,0.07512320394417808,0.005365379127815408
1273,0.0009345970301189673,0.0428011568662198,0.12415921988693653,0.5274722764518758,0.3046327497648494
856,0.005115615640496568,0.03755619282676325,0.09089876507552819,0.6562943659010219,0.2101350605561899
1926,0.0005710608623500556,0.011606744585170732,0.06533910835775934,0.638887383405566,0.28359570278915447
2346,0.006100240507725812,0.09704955415653134,0.2986683209847973,0.5011625404565152,0.09701934389443033
2834,0.0005677945191758325,0.04625800028079716,0.09843944249044742,0.4313430554819844,0.4233917072275956
2472,0.004993735965888723,0.044274471764062885,0.08092638697194367,0.5668406197966839,0.3029647855014203
1199,0.43627451294255065,0.32446387494524287,0.15784234772784014,0.06927774383775315,0.012141520546613315
587,0.012154774391176232,0.13890986018167084,0.3377061381751374,0.3939629761051358,0.11726625114687923
1448,0.003328529770535793,0.04511275437025629,0.12635403937005885,0.5749578646313587,0.2502468118577903
2446,0.74983557818261,0.2049776292354587,0.03765536764177379,0.006882235486222304,0.0006491894539347924
2879,0.0014202898550724637,0.0005949199180897357,0.0037738831540472337,0.04962691624608314,0.9445839908267073
1567,0.008743272870869212,0.08983989232553538,0.21716186154629444,0.5211900547077828,0.16306491854951813
1234,0.0004313071157652144,0.012915419046764494,0.06627847697480868,0.6466798607955991,0.27369493606706297
1685,0.7377521465798247,0.20032759528726052,0.04912720059023899,0.011179743783702022,0.0016133137589734808
1896,0.021838469070313383,0.21919227077936243,0.288233410963805,0.39531400220748336,0.07542184697903598
1778,0.22102244579352448,0.5681478966794751,0.18226138641117104,0.026981121830273812,0.0015871492855557994
2038,0.00043043092446358775,0.021023650972516145,0.04261124561370865,0.3047937031292448,0.6311409693600668
2670,0.0023979277324549402,0.02439109652168019,0.025599155398601227,0.24841338038571742,0.6991984399615472
1350,0.0005960432006565144,0.00999700708953213,0.04969344665765352,0.5265395126578779,0.41317399039427954
1440,0.11114775492553697,0.5388692201192161,0.29811417753116176,0.04863436003632469,0.0032344873877605904
2369,0.0002902702414384258,0.011759910692405626,0.05258073829228319,0.2987302017396415,0.6366388790342311
161,0.00025079938331200357,0.009269274933045904,0.05040692580625579,0.5528055898360644,0.3872674100413217
24,0.009749651865935068,0.08822543424145197,0.2318941240366999,0.5532917090710139,0.11683908078489898
1548,0.005895103735808246,0.01910039602522574,0.03728423212010137,0.3669434136535829,0.5707768544652825
2636,0.00015022374997744454,0.018332459609618858,0.05422599139558172,0.3519396873281709,0.5753516379166511
1236,0.0012621149718376925,0.02767598525047668,0.10425978456807207,0.6205270788512521,0.24627503635836126
1583,0.30837438694973107,0.4882743645710081,0.17660412945916934,0.024615110249555518,0.0021320087705363282
2291,0.007692197633205778,0.1270850585225818,0.3398222564659479,0.43971361148250615,0.08568687589575855
2132,0.08968853867230081,0.5312611782191621,0.31607881570101065,0.058944505168064265,0.004026962239462217
746,0.004129095992842532,0.02203904684891425,0.04312797712289473,0.43527590630117785,0.49542797373417063
1090,0.09172083976608715,0.5383005172547102,0.31594737744074625,0.05128764112557523,0.0027436244128815476
2511,0.04879225657797022,0.23802470895489752,0.39127089110716595,0.30953469215650364,0.012377451203462899
1174,0.032734206999910274,0.3662301782145518,0.4185119903938783,0.15434753869576193,0.028176085695898214
502,0.13651526919695312,0.5462061208344083,0.2607746592005116,0.05207749324459447,0.004426457523532531
1801,0.07665575271341502,0.4661036157103008,0.39085867175342554,0.06290546612889852,0.003476493693960193
375,0.014558134324560445,0.19847677283180787,0.3892693949597662,0.32812701479867445,0.0695686830851907
709,0.000267063765558919,0.005660257012554098,0.015750961666913574,0.1758468501630276,0.8024748673919461
323,0.09685380260725965,0.327764388110548,0.364148567319454,0.17917457296946818,0.032058668993270145
2295,0.012052657172017759,0.15190709490368942,0.3759817615536554,0.38746241710848967,0.07259606926214768
2454,0.18362353318809033,0.5814571817961786,0.19853545399585687,0.034585528628377736,0.001798302391496789
1631,0.0410113622249232,0.2800326103205364,0.343538070737761,0.2615912206328048,0.07382673608397429
632,0.027613971117014316,0.1530876743568447,0.2715947092157196,0.3918869527062757,0.15581669260414563
1607,0.007511499949398023,0.14361874631790683,0.27848893542516684,0.43499671258299777,0.13538410572453047
1612,0.02910253439776584,0.1503491079828633,0.3155113915818139,0.3650164558164113,0.1400205102211463
529,0.13009440055450586,0.554095225489368,0.26623566610484306,0.04647034866252508,0.0031043591887587193
592,0.08230915214575807,0.5035533962106729,0.34716503421658274,0.06309391652946435,0.0038785008975221495
1423,0.0432069934913733,0.34600480503792963,0.4963199825043428,0.10631137415136808,0.008156844814986075
2099,0.4564577131372681,0.46725144134565355,0.06576015132868886,0.009689277411706625,0.0008414167766827913
1863,0.00246031793101726,0.04808143317929753,0.1745879778276638,0.5997250611474093,0.1751452099146122
144,0.0019297454386006394,0.036229768216958454,0.1498901471509542,0.5887896093004921,0.2231607298929949
589,0.1495819737575584,0.44128274011590957,0.2712875905902429,0.12071652402914539,0.017131171507143363
673,0.013289105343815114,0.24054118844157862,0.3390229321970896,0.3414160792984371,0.06573069471907998
2353,0.17968509629919674,0.5383056907834336,0.23643854592803762,0.04324847288255647,0.002322194106775725
789,0.0003208573255928344,0.007602400337354609,0.04983153121559229,0.5800973300343634,0.3621478810870972
2164,0.0416668662600982,0.3531397650780528,0.4648924361078026,0.12841204507637818,0.011888887477668574
531,0.09051317515437346,0.5367686093319636,0.3104568105622198,0.05850175569891492,0.003759649252527733
1879,0.013007619920667469,0.05061419242286771,0.06972657689268073,0.3029259209878409,0.5637256897759432
2724,0.007382167431918883,0.08152634105090908,0.21050472625292763,0.5395083045235313,0.16107846074071325
2812,0.06819382400573491,0.46324574949572944,0.38315055541851956,0.07943633023017448,0.005973540849841638
484,0.4004857052895216,0.48693019923357217,0.09641753930296862,0.015352971583293167,0.0008135845906444378
2420,0.07074484802647517,0.47063594677325277,0.3846237874889065,0.06966811506082544,0.004327302650540436
157,0.0010075540476337714,0.03395224024289249,0.14028294947608472,0.5397410894411041,0.28501616679228475
1453,0.22242545808899722,0.5904695975475382,0.16089874568224707,0.023826962429438662,0.0023792362517792076
1315,0.018365677036795074,0.12508085691763043,0.24952044190981768,0.4372517487226629,0.16978127541309457
1224,0.0002748879709028366,0.00882744242678839,0.0652205937209406,0.5264571424694653,0.3992199334119025
1141,0.07133515545463961,0.39907413064125047,0.3663724997120098,0.14387943287540425,0.019338781316695943
591,0.27687648108833823,0.48413371043834974,0.18845579296413018,0.04234397498877472,0.008190040520407295
1921,0.00048594753481157136,0.014736216055384218,0.06905850324233158,0.6122851021746881,0.30343423099278466
2586,0.00129927165676237,0.030539296487031027,0.11576484507170358,0.5409857182192045,0.3114108685652985
1185,0.027245255025050708,0.20520325863336988,0.36200269331058826,0.3166822015209504,0.0888665915100405
902,0.004880860307931038,0.05518774951606176,0.12054262205010875,0.5281546461122405,0.2912341220136578
128,0.004272142229402944,0.09819459928231863,0.25526882772254844,0.483819514816735,0.1584449159489952
191,0.0017224619194329712,0.028500342132542742,0.0918789644318071,0.5377688906056214,0.340129340910596
449,0.4637378672690782,0.4477653627681338,0.07427524393719567,0.013663542801065904,0.000557983224526728
2388,0.6219265688544912,0.28662625503066835,0.07160100343657907,0.018614010681897636,0.0012321619963637117
1956,0.002484489892786328,0.04496139715428383,0.13595689626062868,0.5349212824245961,0.28167593426770504
95,0.012482842651293968,0.15186294559571487,0.4393118327620018,0.3811991457029166,0.01514323328807319
1684,0.8779224684863951,0.10229826919661908,0.015781670347649573,0.0035731469044435913,0.00042444506489168373
1881,0.0007249133751123075,0.02809261114338388,0.09036833953637646,0.5889815192641435,0.2918326166809846
849,0.05975249127562336,0.4668282585636183,0.3931688421873075,0.07365577513663574,0.00659463283681515
2521,0.0679574667593973,0.43423683339061364,0.33546852321151893,0.14009023455035294,0.02224694208811783
2037,0.0024216876158693846,0.03389476872033827,0.12881226649545713,0.467511760642537,0.36735951652579873
1298,0.0007468024997675485,0.01647627446589833,0.03227319229173106,0.3077306732746782,0.6427730574679253
1208,0.00765635425832005,0.13394742351272843,0.3483168275379277,0.419866584141541,0.09021281054948317
2790,0.04609028623308789,0.44509730502734113,0.4265196004136619,0.07778415602111287,0.004508652304796371
2723,0.00394820088817233,0.045666440582418026,0.14322634428300446,0.5217263712560457,0.28543264299035964
1410,0.013105489490587834,0.10050786597400162,0.21589770300003536,0.5381542132284374,0.13233472830693785
1846,0.021501019056060066,0.20837489773032677,0.5776186447865166,0.17586777042942425,0.016637667997672353
1034,0.0024310540197507746,0.05321344770669019,0.1861674255576664,0.5719266887194284,0.18626138399646483
2765,0.00821381442092786,0.14029120917383328,0.30952402134399026,0.4374013458713699,0.10456960918987912
967,0.8765559036944093,0.10458416090023961,0.01448977206231792,0.0038963081936895226,0.00047385514934275173
2372,0.0001645803777760739,0.009741394458519069,0.06932167488436122,0.3046439096678112,0.6161284406115322
1120,0.06934808688704959,0.523927021242018,0.3468960980419368,0.05548158381240407,0.004347210016591658
1937,0.008036379530275958,0.040243423052144796,0.0834685827014892,0.5599704342642859,0.3082811804518041
951,0.01711023684920444,0.13595724248463728,0.274912037713693,0.45257937621876004,0.11944110673370524
1903,8.695652173913043e-05,0.0026835636997273827,0.00788031882589647,0.10047900645966613,0.8888701544929714
2088,0.015699575130242793,0.06728105155607768,0.13513093051063071,0.48740064611864237,0.29448779668440656
2221,0.012894237690058234,0.15832025834719532,0.28383050710858054,0.388589123308549,0.15636587354561662
2890,0.06524731963363617,0.1828181323839053,0.23516233129384384,0.4069280100995164,0.10984420658909806
1533,0.025936016970367768,0.18465308213416096,0.2943429087536655,0.3758086462348512,0.11925934590695489
1571,0.08293084977582241,0.4444688764741806,0.3541037503576423,0.10517687137025863,0.013319652022096567
2287,5.6980056980056985e-06,0.0035793871100586573,0.018626988007840784,0.16798128280423236,0.8098066440721701
378,0.013487792890545401,0.19285660290640386,0.3824447932524461,0.34266275069974356,0.06854806025086058
2082,0.004263162195198372,0.06202437031285925,0.129733478666089,0.4574446987976659,0.3465342900281874
1294,0.011378549667481147,0.04951674546623267,0.055703209032096676,0.2484198944972725,0.6349816013369172
1445,0.006329717086890601,0.08261996881160508,0.22199428913070177,0.47348351941739975,0.2155725055534029
2263,0.22582055921777036,0.6495497367790001,0.11069504553822124,0.012958641385843118,0.0009760170791654059
2192,0.000264300363260002,0.007769512721616758,0.030500855219208856,0.45193695690762503,0.5095283747882894
247,0.12047218261864226,0.5551394987417902,0.2713000918057361,0.050044817687856874,0.003043409145974162
1263,0.0016604102703066395,0.045808534784307464,0.155894602168062,0.5959182376329422,0.20071821514438232
2310,0.008248371613351634,0.18432048296573214,0.5556760860110653,0.21811430753175443,0.03364075187809665
2602,0.0052988665557731985,0.09452135884642938,0.1509721136863866,0.4291396298975955,0.32006803101381537
1040,5.375775618570724e-05,0.003283175805480788,0.025135045418545332,0.2355411049416118,0.7359869160781761
1672,0.01826708105944304,0.10558256346315938,0.183808360281402,0.4148719546780184,0.2774700405179775
626,0.04408871782841019,0.3011138386541695,0.383258367636894,0.2245389895459877,0.04700008633453889
1635,0.6785392680553639,0.24854936616998782,0.05800184470140801,0.01299395957701167,0.0019155614962288075
1052,0.8650717521859325,0.114220723919663,0.017097876049147562,0.0034880471171926594,0.00012160072806394026
2334,0.8796370362578333,0.10185861969817907,0.014576211106730798,0.003771857979990506,0.00015627495726637045
1069,0.7055020656916223,0.2409975267811341,0.040485726936102355,0.011713947295304694,0.001300733295836943
130,0.003497852776527905,0.06028642795938479,0.06833136172073154,0.3794632377820911,0.48842111976126484
2045,0.08686595461155235,0.2490980546739632,0.15759665674035792,0.31057238255863523,0.1958669514154914
2677,0.004309325658078829,0.02463340410745939,0.05790621777495092,0.37566242385071896,0.5374886286087923
1929,0.0008779780188389711,0.016334554619308637,0.0768201312113737,0.6182557020832229,0.287711634067256
1530,0.004814497990786616,0.13631583151267757,0.31379132109815316,0.4114806307041142,0.13359771869426865
1361,0.005662226714843611,0.111392718048157,0.18050403824387157,0.49344100471054336,0.20900001228258436
1698,0.2241015739086964,0.650654335572068,0.10809484805147986,0.01570813518086952,0.0014411072868865667
2643,0.0007472495875372803,0.01797848776529157,0.01918824102929962,0.3344472642568274,0.627638757361044
1832,0.4387297367202591,0.39466121669438187,0.1092519810053855,0.04345390740286172,0.013903158177111822
163,0.0017811566357235325,0.04721338694454331,0.11154424507297227,0.5460580172346089,0.29340319411215254
839,0.04866652689018411,0.33965733467924725,0.3888663246687282,0.18385897018957847,0.03895084357226226
2928,0.012128587914973885,0.15079413037813588,0.32892941188011804,0.3961079569905343,0.11203991283623788
1359,0.0022578003816189516,0.017607803299723765,0.033536851351757956,0.30138322068194556,0.645214324284954
2600,0.002085985195734814,0.03494192628534993,0.0963307304792904,0.5389787745325897,0.32766258350703514
519,0.101233604655217,0.49073821073104573,0.3393329241884569,0.06361812055051962,0.0050771398747606784
918,0.11878196669167121,0.32213767949471833,0.24769245190325753,0.2476798046894799,0.0637080972208733
2891,0.352388393746676,0.4579672086652592,0.14818703878630024,0.039436142278739955,0.002021216523025307
2289,6.304989610272109e-05,0.0040504236790640654,0.016693296931599415,0.2298672607993437,0.7493259686938902
516,0.028312638242095636,0.33140835408977415,0.45548382548857363,0.16995853021642066,0.014836651963136188
1554,0.0007371845812118443,0.02584912907809258,0.057320458401788406,0.27546332251909383,0.6406299054198137
296,0.29323025172483047,0.4690854111555571,0.16098485789528302,0.06542840720984193,0.011271072014487684
1064,0.7634910985686629,0.18738006458390738,0.03787914482268239,0.010152140634910128,0.0010975513898371532
728,0.028265688256418776,0.18564648908372453,0.3089569515870091,0.3992574030508726,0.07787346802197546
1195,0.0040022325587205495,0.06268354404410727,0.12899190866520974,0.59356474638764,0.21075756834432244
2768,0.01151424486810917,0.09677858823775547,0.21432964146463537,0.5131032357470853,0.16427428968241498
546,0.033378649315788725,0.3567267362198367,0.4730767071945405,0.12300197049974837,0.013815936770085923
389,0.018475396667729512,0.17948223835872285,0.35664331073141736,0.3427605932021158,0.10263846104001496
2526,0.006081693550765313,0.11076860699073154,0.4294114213293953,0.3781595577066468,0.07557872042246136
2929,0.1341514346410034,0.43861607211887477,0.33341451450132414,0.08056371919606181,0.013254259542735835
2550,0.0024283372261575827,0.02466919160912741,0.08757273778942953,0.6567676113164229,0.2285621220588625
2010,0.0018948674049389304,0.04354293320513875,0.18818398961058866,0.42889213139339694,0.33748607838593647
1960,0.002208667501570314,0.033878185969386035,0.13007776428867476,0.562161227270866,0.2716741549695029
2249,0.0016907145561552016,0.042276595925298206,0.15492290424134492,0.5668388716968801,0.23427091358032162
81,0.005565911385343914,0.12783659147232576,0.4447536932199434,0.3399631734560102,0.08188063046637706
2581,0.0034228329579881465,0.07207127642931865,0.16469247400808507,0.5723216404392617,0.18749177616534635
2729,0.003432960433779868,0.04117006383179861,0.1655998539205036,0.5793304758300548,0.21046664598386366
466,0.03965951470433951,0.2897881301951834,0.561686218996135,0.0981328069115386,0.010733329192803386
1750,0.058870875212250685,0.4423701366367011,0.43253896529753133,0.06282438382028756,0.0033956390332293687
610,0.008018168191944603,0.10489326982732214,0.36271550600338953,0.443178022567781,0.08119503340956308
2473,0.00801290586400784,0.1001281169012956,0.2152424030048954,0.5149262737119507,0.1616903005178507
2395,0.7323040101151617,0.203586309113941,0.05316948616070853,0.009562832807768198,0.0013773618024207357
1435,0.02801078335446756,0.34620790133395074,0.4653201594291507,0.14523184685527044,0.015229309027160999
2227,0.02568355321931993,0.1651473832044593,0.3190141420963136,0.3464185274300899,0.14373639404981803
1244,0.00066365021403049,0.013735623719098785,0.06310532068968393,0.625718493531334,0.2967769118458531
2877,0.0018309368541257632,0.055317094926231575,0.1262066211393342,0.5234588450626011,0.29318650201770774
238,0.0044929070850081975,0.048703768514330836,0.16581019783751536,0.46444412806895785,0.3165489984941871
1601,0.0004670814826601451,0.020875439782520485,0.0730171978062984,0.443741472733081,0.4618988081954401
1043,5.375775618570724e-05,0.002523650167999329,0.01749175420687647,0.17995789498034595,0.7999729428885923
1768,0.08822528373921372,0.5122022280550791,0.34089334773437885,0.053166819519802636,0.005512320951525647
1997,0.04646378866715513,0.23730842447429507,0.2593922220610524,0.3148803254199518,0.14195523937754576
2629,0.0006318097374812122,0.011943705923362273,0.07030119566890289,0.5903764363305045,0.3267468523397496
1905,0.009812382547285857,0.17444503950763793,0.35405122092025143,0.3874489820591871,0.07424237496563808
1493,0.05036093523896822,0.40180088499862937,0.45745303132692033,0.08607396605962656,0.004311182375855401
1616,0.007202341085031669,0.18534841280996256,0.6088623367347645,0.172803058719234,0.025783850651007405
2022,0.003729170768169033,0.1028158894641453,0.1818894415703178,0.4726709566120539,0.2388945415853142
737,0.00023791976672493756,0.006803926290274177,0.040613993444178285,0.42799325934302773,0.5243509011557953
1862,0.11336186709386108,0.5546392197093144,0.2792140927376672,0.049916403027704406,0.0028684174314529552
682,8.376741894324839e-05,0.004420543235792396,0.022675096758966427,0.4328723078691959,0.5399482847171023
1841,0.01611250184914685,0.1791187012269021,0.49068269226005967,0.30037048122656634,0.013715623437325108
129,0.00081647880212231,0.01840486309414321,0.03768760580125337,0.405250972899562,0.5378400794029193
1909,0.011247042958497485,0.11811645439630211,0.3135979724006055,0.4264393247409333,0.1305992055036618
2000,0.010102631803111333,0.06289298380186306,0.14996623528359784,0.5126153671394431,0.2644227819719846
1269,0.0023125146391252934,0.06448871580410116,0.2161358483487461,0.5080814277793436,0.20898149342868416
2759,0.6621640721886787,0.285140794720482,0.04572792684177907,0.00608436367177064,0.0008828425772897533
2798,0.15157108503677044,0.4855149047761801,0.29610553492530967,0.06169784671981709,0.00511062854192238
950,0.0021527475058835278,0.028867096089949532,0.16685709861663686,0.5653616036510004,0.23676145413652952
837,0.02842397105924263,0.32142161385201135,0.4850717170250298,0.15012994412520547,0.014952753938510605
1966,0.008725374664715874,0.060753199314208695,0.20119048661217667,0.564253511988769,0.16507742742012949
2494,0.00035216110156535983,0.00928189726900525,0.051828874195649965,0.6161009657043843,0.32243610172939535
1317,0.0075120833558700185,0.06710438052827702,0.17368535376235278,0.4048658134172116,0.34683236893628866
1675,4.3953834617079784e-05,0.0039419183077898205,0.029836472687804347,0.2336107418133709,0.7325669133564174
2016,0.0010536473983371662,0.017147212802729427,0.042644262250713605,0.4994026103838947,0.439752267164325
2273,0.029240464173143722,0.14134347868466163,0.2648818016492238,0.4603072278047703,0.10422702768820077
1060,0.7589719190206935,0.18875728640589332,0.041596102522006774,0.009437089470108833,0.0012376025812974917
1151,0.004224578458357656,0.04454067584997575,0.10576317997557758,0.606997659247486,0.23847390646860253
2212,0.006439714009533992,0.056920516599065954,0.16103460450991616,0.46630918797769094,0.30929597690379323
681,0.0007524283326348976,0.01464929849906009,0.07882040025393344,0.5040675887417202,0.4017102841726517
1079,0.09437332950652019,0.47105984750718094,0.3377444738620776,0.09027673541122164,0.006545613712999898
2619,0.0019362310925130964,0.03633785893973332,0.07550372398623584,0.48806076329043696,0.3981614226910812
2209,0.0040343570792892025,0.09398618491482433,0.19754110325916224,0.4990808893260365,0.20535746542068822
908,0.0008878905432701178,0.04206620700592071,0.13051590565635832,0.5305818490139378,0.29594814778051326
532,0.05546505376595263,0.4473524074075113,0.41507602465462895,0.07835924023526543,0.003747273936641939
2197,0.00010942485783386541,0.00643454438113965,0.017667869841242988,0.2461779749106637,0.7296101860091202
1097,0.0246992972934585,0.30096235845502434,0.5371814465268506,0.12029870383266779,0.016858193891998552
2876,0.00023915841527939752,0.006163293989456948,0.018074195207926014,0.31182828315057204,0.6636950692367661
2652,0.0036468117486425458,0.055312976680282414,0.10678729630152052,0.5300933424967904,0.3041595727727643
1995,0.006871126592935301,0.07060741846155989,0.12368334304276273,0.44896626504221404,0.3498718468605279
33,0.00544938689077007,0.11524926600926441,0.3300269592490423,0.4516461636495253,0.09762822420139824
1057,0.8682849475456303,0.11038916406219433,0.016424107399338986,0.004498169261277257,0.0004036117315583504
1980,0.003898427104974862,0.037677896568709214,0.07872013269945544,0.4588278251121181,0.42087571851474276
322,0.009501679441847915,0.07540744202588008,0.2596499796591431,0.5193414247331677,0.13609947413996176
2712,0.002118049787676807,0.03710597464663863,0.13667291357519865,0.5890675587047502,0.23503550328573505
1615,0.06778106278007527,0.4537884224872827,0.40424228360744335,0.07010545194142366,0.004082779183774899
1062,0.6577489433498963,0.30833761026785184,0.028451061277967853,0.00522856646375745,0.00023381864052713616
321,0.8455063297690323,0.1343533131482267,0.016225201056240854,0.0035805348838913367,0.00033462114260874497
477,0.05656162991451304,0.41048725034924005,0.4454720267283028,0.08248510659559657,0.004993986412347573
2191,0.0014403834573947741,0.010252227087668755,0.042439333905580384,0.4561848958650324,0.48968315968432385
2226,0.07424409717436459,0.36225647434204084,0.3156870872497962,0.19739057969186205,0.050421761541936415
1632,0.10225627112695382,0.46587312245645907,0.2806865569741999,0.13458807195452527,0.016595977487862335
1222,0.0006927870904297593,0.03107545373923559,0.07131129943309705,0.3080980977419065,0.5888223619953307
234,0.03550160838897521,0.16958689860772547,0.24277401254326325,0.40145563501543713,0.15068184544459892
540,0.005333289753850869,0.04051313539619189,0.07838360451065325,0.5728117551905543,0.3029582151487494
1270,0.004113674262583285,0.038597106249906435,0.09625553684214161,0.63684963919189,0.22418404345347936
1439,0.06272682533988719,0.49019164465890097,0.37101192756892126,0.06960477015632616,0.006464832275964584
2569,0.0004066987258075614,0.00811459324785225,0.04687049763700833,0.5193126622668848,0.42529554812244713
143,0.0028413768392573976,0.018185045815389683,0.0996293528114473,0.6419286088844145,0.2374156156494914
505,0.07457289174543,0.4914480541218917,0.3501623903229753,0.07650121252678448,0.0073154512829189024
2253,0.005079134605429181,0.051377204811029135,0.17681417921458611,0.4693703930387343,0.29735908833022123
1326,0.0006429050330346818,0.00956496964571056,0.03604891838469846,0.4686253089661391,0.48511789797041666
731,0.0014760317738656248,0.062345565712837905,0.19388316064322103,0.44690916261279895,0.2953860792572768
2501,0.5207411365359152,0.39669448537671054,0.06217494938096639,0.020052879721642783,0.0003365489847654062
2775,0.07963155664977528,0.5107410400401623,0.3368175407861845,0.06634081609148519,0.006469046432392466
818,0.8401658645847969,0.11973995234860706,0.024962360168326883,0.013740756067416468,0.0013910668308519123
2539,0.008109275095443168,0.05579639285344318,0.09851776032955722,0.6466532049447774,0.19092336677677918
2046,0.00024583695607007476,0.005985143342404485,0.02159308558147371,0.36435776931499875,0.6078181648050536
442,0.7533533155778772,0.19510307457289852,0.03830928865778968,0.011961420554013159,0.0012729006374214492
1343,0.0013471426397760505,0.013127061222042474,0.0374865875247343,0.28374008491748554,0.664299123695962
1693,0.8601358678687822,0.12065024919581496,0.016690386965717653,0.0024400077643069854,8.348820537791485e-05
2153,0.14187604347944927,0.525023589069223,0.2646030422324159,0.06425906219073188,0.004238263028180331
2819,0.0005500971485241172,0.02053044065785018,0.09518677193603516,0.5591002709285515,0.3246324193290393
1888,0.002500359021810076,0.04277933995753719,0.10722866968502733,0.5610953078923846,0.2863963234432408
436,0.6997172472343673,0.25773054716306304,0.027940672240593413,0.01408987242072965,0.0005216609412465468
2628,0.0007334291558961391,0.01470836719333696,0.06144381239833682,0.6666670528073748,0.2564473384450557
915,0.004382354542446578,0.12858698226112938,0.15262910335881646,0.44257558177893597,0.2718259780586722
2709,0.010601214769280177,0.13920063573636818,0.3296746131809783,0.4456836001268632,0.0748399361865106
2014,0.0003173210420421297,0.01321549404922568,0.046866087214082315,0.5146970494818763,0.42490404821277367
1505,0.003245791752498022,0.03605622401567546,0.022599335936827582,0.28841270070440567,0.6496859475905933
1130,0.03776633542817389,0.3750596920143252,0.48297615680207145,0.09785088674538592,0.006346929010043266
2635,0.047652033579175086,0.16632905844983048,0.21146068670218532,0.40947335299834015,0.16508486827046953
2599,0.010006888194427951,0.04200423361798231,0.07386620705854954,0.34253787349986564,0.5315847976291743
1751,0.041099397974963585,0.3201306880511463,0.4996758653221227,0.12856390898155026,0.010530139670217212
760,0.00042026212199407947,0.02480868143857963,0.08647575371807101,0.48241224521344606,0.40588305750790904
435,0.6341787853583569,0.32644052872265955,0.03437246787457632,0.00472997287386509,0.00027824517054232434
2912,0.004707380524768207,0.060222538521527924,0.1621036516190211,0.6166712715440583,0.15629515779062442
1906,0.0007526759328918504,0.01791724666772522,0.06697214106305237,0.6514553035092355,0.2629026328270955
657,0.0035708069510310106,0.03052879702330397,0.06470343350453345,0.3547763367704753,0.5464206257506569
7,0.05659196083105854,0.3974081673379746,0.42773326273743817,0.10446560042532632,0.01380100866820197
